FeatureCode,DateCode,Measurement,Units,Value,Indicator (road network traffic)
S12000010,2015,Ratio,Percent Of Roads,32.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000010,2014,Ratio,Percent Of Roads,42,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000010,2019,Ratio,Driver Journeys,14,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000010,2019,Ratio,Percent Of Roads,33.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000011,2015,Ratio,Percent Of Roads,39.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000010,2018,Ratio,Driver Journeys,14,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000010,2017,Ratio,Percent Of Roads,34.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000010,2013,Ratio,Percent Of Roads,42,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000010,2012,Ratio,Percent Of Roads,31.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000010,2007,Ratio,Percent Of Roads,36,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000010,2017,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000010,2018,Ratio,Percent Of Roads,35,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000010,2006,Ratio,Percent Of Roads,47,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000010,2009,Ratio,Percent Of Roads,32.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000010,2011,Ratio,Percent Of Roads,30.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000011,2018,Ratio,Driver Journeys,13,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000011,2019,Ratio,Percent Of Roads,35.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000011,2014,Ratio,Percent Of Roads,30,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000011,2018,Ratio,Percent Of Roads,39.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000011,2009,Ratio,Driver Journeys,9.14,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000011,2007,Ratio,Driver Journeys,18,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000011,2015,Ratio,Driver Journeys,23.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000011,2017,Ratio,Driver Journeys,18.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000011,2011,Ratio,Percent Of Roads,45.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000011,2012,Ratio,Percent Of Roads,43.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000011,2017,Ratio,Percent Of Roads,37.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000011,2013,Ratio,Percent Of Roads,30,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000011,2019,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000011,2016,Ratio,Percent Of Roads,39.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000011,2016,Ratio,Driver Journeys,13.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000011,2014,Ratio,Driver Journeys,13,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000008,2009,Ratio,Driver Journeys,6.67,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000008,2019,Ratio,Driver Journeys,8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000008,2012,Ratio,Driver Journeys,6.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000008,2008,Ratio,Percent Of Roads,40.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000008,2017,Ratio,Driver Journeys,9.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000008,2014,Ratio,Driver Journeys,7.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000008,2016,Ratio,Driver Journeys,8.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000008,2015,Ratio,Percent Of Roads,39.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000008,2014,Ratio,Percent Of Roads,27.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000008,2013,Ratio,Percent Of Roads,27.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000008,2012,Ratio,Percent Of Roads,40.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000008,2005,Ratio,Driver Journeys,12.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000008,2007,Ratio,Percent Of Roads,43,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000008,2006,Ratio,Percent Of Roads,50,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000008,2019,Ratio,Percent Of Roads,37.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000008,2007,Ratio,Driver Journeys,10.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000010,2003,Ratio,Driver Journeys,13.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000010,2007,Ratio,Driver Journeys,9.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000010,2009,Ratio,Driver Journeys,9.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000010,2012,Ratio,Driver Journeys,7.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000010,2014,Ratio,Driver Journeys,13.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000010,2008,Ratio,Percent Of Roads,32,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000010,2016,Ratio,Driver Journeys,10.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000010,2005,Ratio,Driver Journeys,14.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000008,2016,Ratio,Percent Of Roads,39.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000008,2013,Ratio,Driver Journeys,13.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000008,2018,Ratio,Percent Of Roads,38.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000008,2018,Ratio,Driver Journeys,8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000010,2015,Ratio,Driver Journeys,5.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000010,2013,Ratio,Driver Journeys,5.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000008,2003,Ratio,Driver Journeys,11.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000014,2009,Ratio,Driver Journeys,12.68,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000014,2003,Ratio,Driver Journeys,13.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000014,2014,Ratio,Driver Journeys,14.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000014,2017,Ratio,Driver Journeys,14.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000014,2015,Ratio,Driver Journeys,12.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000014,2013,Ratio,Percent Of Roads,34,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000014,2016,Ratio,Driver Journeys,15,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000014,2007,Ratio,Driver Journeys,12.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000014,2017,Ratio,Percent Of Roads,37.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000014,2014,Ratio,Percent Of Roads,34,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000013,2017,Ratio,Percent Of Roads,43.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000013,2007,Ratio,Percent Of Roads,47,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000014,2012,Ratio,Driver Journeys,6.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000014,2018,Ratio,Percent Of Roads,35.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000014,2016,Ratio,Percent Of Roads,35.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000014,2015,Ratio,Percent Of Roads,33.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000014,2009,Ratio,Percent Of Roads,38.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000014,2013,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000014,2019,Ratio,Percent Of Roads,36.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000014,2008,Ratio,Percent Of Roads,33.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000017,2005,Ratio,Driver Journeys,11.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000017,2013,Ratio,Driver Journeys,7.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000017,2012,Ratio,Driver Journeys,8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000017,2009,Ratio,Driver Journeys,9.48,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000014,2006,Ratio,Percent Of Roads,54,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000014,2007,Ratio,Percent Of Roads,35,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000014,2005,Ratio,Driver Journeys,12.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000014,2011,Ratio,Percent Of Roads,37.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000014,2018,Ratio,Driver Journeys,14,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000014,2019,Ratio,Driver Journeys,14,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000014,2012,Ratio,Percent Of Roads,36.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000013,2014,Ratio,Percent Of Roads,34.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000013,2019,Ratio,Driver Journeys,2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000013,2018,Ratio,Driver Journeys,1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000013,2014,Ratio,Driver Journeys,0.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000013,2012,Ratio,Driver Journeys,0.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000013,2015,Ratio,Percent Of Roads,44.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000013,2013,Ratio,Driver Journeys,1.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000013,2007,Ratio,Driver Journeys,2.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000011,2009,Ratio,Percent Of Roads,43.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000011,2006,Ratio,Percent Of Roads,62,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000011,2012,Ratio,Driver Journeys,10.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000011,2008,Ratio,Percent Of Roads,44,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000011,2005,Ratio,Driver Journeys,15.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000011,2007,Ratio,Percent Of Roads,48,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000011,2013,Ratio,Driver Journeys,11.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000011,2003,Ratio,Driver Journeys,14.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000013,2003,Ratio,Driver Journeys,2.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000013,2005,Ratio,Driver Journeys,1.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000013,2008,Ratio,Percent Of Roads,45.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000013,2006,Ratio,Percent Of Roads,50,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000013,2016,Ratio,Percent Of Roads,43.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000013,2009,Ratio,Driver Journeys,1.76,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000013,2009,Ratio,Percent Of Roads,46.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000013,2012,Ratio,Percent Of Roads,49.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000013,2019,Ratio,Percent Of Roads,40.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000013,2018,Ratio,Percent Of Roads,42.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000013,2013,Ratio,Percent Of Roads,34.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000013,2016,Ratio,Driver Journeys,0.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000013,2015,Ratio,Driver Journeys,0.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000013,2011,Ratio,Percent Of Roads,51.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000013,2017,Ratio,Driver Journeys,1.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000040,2012,Ratio,Percent Of Roads,26.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000040,2006,Ratio,Percent Of Roads,42,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000040,2009,Ratio,Driver Journeys,8.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000040,2007,Ratio,Driver Journeys,14.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000040,2009,Ratio,Percent Of Roads,32.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000040,2016,Ratio,Percent Of Roads,29.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000040,2007,Ratio,Percent Of Roads,27,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000040,2017,Ratio,Driver Journeys,19.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000040,2012,Ratio,Driver Journeys,8.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000040,2003,Ratio,Driver Journeys,12.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000040,2005,Ratio,Driver Journeys,10.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000040,2018,Ratio,Percent Of Roads,29.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000040,2013,Ratio,Percent Of Roads,46.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000040,2014,Ratio,Percent Of Roads,46.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000040,2011,Ratio,Percent Of Roads,30.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000040,2015,Ratio,Driver Journeys,16.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S92000003,2019,Ratio,Percent Of Roads,35.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S92000003,2011,Ratio,Percent Of Roads,36.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S92000003,2014,Ratio,Driver Journeys,11.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S92000003,2017,Ratio,Percent Of Roads,36.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S92000003,2016,Ratio,Percent Of Roads,36.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S92000003,2018,Ratio,Percent Of Roads,36.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S92000003,2017,Ratio,Driver Journeys,12.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S92000003,2019,Ratio,Driver Journeys,12.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000040,2017,Ratio,Percent Of Roads,29.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S92000003,2006,Ratio,Percent Of Roads,37.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000040,2014,Ratio,Driver Journeys,10.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000040,2013,Ratio,Driver Journeys,12,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S92000003,2007,Ratio,Percent Of Roads,37.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S92000003,2013,Ratio,Percent Of Roads,36.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S92000003,2015,Ratio,Driver Journeys,12.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000039,2014,Ratio,Driver Journeys,9.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000039,2016,Ratio,Percent Of Roads,33.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000039,2014,Ratio,Percent Of Roads,25.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000039,2017,Ratio,Driver Journeys,14,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000039,2003,Ratio,Driver Journeys,12.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000039,2005,Ratio,Driver Journeys,16.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000039,2015,Ratio,Driver Journeys,12.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000039,2018,Ratio,Percent Of Roads,33.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000039,2007,Ratio,Driver Journeys,15.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000039,2018,Ratio,Driver Journeys,16,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000039,2015,Ratio,Percent Of Roads,35.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000039,2013,Ratio,Percent Of Roads,25.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000039,2016,Ratio,Driver Journeys,12.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000039,2017,Ratio,Percent Of Roads,31.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000039,2012,Ratio,Driver Journeys,11.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000039,2013,Ratio,Driver Journeys,12.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000040,2019,Ratio,Driver Journeys,20,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000040,2016,Ratio,Driver Journeys,15.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000039,2011,Ratio,Percent Of Roads,34.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000039,2007,Ratio,Percent Of Roads,32,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000040,2008,Ratio,Percent Of Roads,26.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000040,2018,Ratio,Driver Journeys,19,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000040,2015,Ratio,Percent Of Roads,27.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000040,2019,Ratio,Percent Of Roads,27.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000039,2019,Ratio,Driver Journeys,18,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000039,2012,Ratio,Percent Of Roads,34,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000039,2009,Ratio,Driver Journeys,7.76,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000039,2019,Ratio,Percent Of Roads,31.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000039,2006,Ratio,Percent Of Roads,45,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000039,2009,Ratio,Percent Of Roads,32.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000039,2008,Ratio,Percent Of Roads,29.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2017,Ratio,Driver Journeys,7.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000006,2007,Ratio,Percent Of Roads,47,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2003,Ratio,Driver Journeys,7.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000006,2013,Ratio,Percent Of Roads,35,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2012,Ratio,Percent Of Roads,48.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2014,Ratio,Driver Journeys,7.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000006,2008,Ratio,Percent Of Roads,43.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2009,Ratio,Percent Of Roads,44.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2014,Ratio,Percent Of Roads,35,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2015,Ratio,Driver Journeys,10.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000005,2012,Ratio,Percent Of Roads,33.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000005,2013,Ratio,Percent Of Roads,43.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2018,Ratio,Percent Of Roads,47.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2019,Ratio,Percent Of Roads,47.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2013,Ratio,Driver Journeys,6.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000006,2018,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000006,2007,Ratio,Driver Journeys,6.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000006,2016,Ratio,Percent Of Roads,46.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2017,Ratio,Percent Of Roads,47.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2005,Ratio,Driver Journeys,5.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000008,2017,Ratio,Percent Of Roads,39.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000008,2015,Ratio,Driver Journeys,12.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000008,2011,Ratio,Percent Of Roads,42.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000008,2009,Ratio,Percent Of Roads,40.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2015,Ratio,Percent Of Roads,46.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2012,Ratio,Driver Journeys,4.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000006,2019,Ratio,Driver Journeys,7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000006,2006,Ratio,Percent Of Roads,48,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000006,2016,Ratio,Driver Journeys,8.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000006,2009,Ratio,Driver Journeys,8.04,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000006,2011,Ratio,Percent Of Roads,48.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000005,2016,Ratio,Percent Of Roads,35.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000005,2015,Ratio,Percent Of Roads,36.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000005,2018,Ratio,Percent Of Roads,34.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000005,2016,Ratio,Driver Journeys,4.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000005,2013,Ratio,Driver Journeys,6.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000005,2017,Ratio,Driver Journeys,6.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000005,2007,Ratio,Driver Journeys,13.3,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000005,2003,Ratio,Driver Journeys,11.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S92000003,2012,Ratio,Percent Of Roads,36.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S92000003,2008,Ratio,Percent Of Roads,34.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S92000003,2014,Ratio,Percent Of Roads,36.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S92000003,2009,Ratio,Percent Of Roads,36.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S92000003,2015,Ratio,Percent Of Roads,36.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S92000003,2016,Ratio,Driver Journeys,11.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S92000003,2018,Ratio,Driver Journeys,12.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S92000003,2013,Ratio,Driver Journeys,9.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000005,2011,Ratio,Percent Of Roads,36.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000005,2017,Ratio,Percent Of Roads,36.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000005,2019,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000005,2014,Ratio,Driver Journeys,10.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000005,2019,Ratio,Percent Of Roads,35.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000005,2018,Ratio,Driver Journeys,8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000005,2014,Ratio,Percent Of Roads,43.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000005,2007,Ratio,Percent Of Roads,39,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000005,2005,Ratio,Driver Journeys,13.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000005,2009,Ratio,Percent Of Roads,37.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
S12000005,2009,Ratio,Driver Journeys,10.79,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000005,2012,Ratio,Driver Journeys,4.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
S12000005,2008,Ratio,Percent Of Roads,36.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification) In Scotland
